date_pub,ccaa,Denominador Poblacional CCAA,Persona institucionalizada con al menos 1 dosis (2),Persona institucionalizada  Pauta Completa (2) ,% Con al menos 1 dosis sobre Denominador Poblacional CCAA,% Pautas Completas sobre Denominador Poblacional CCAA,source_name,source
3/5/21,Andalucía,41654,41654,39879,1.0,0.9573870456618812,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Aragón,18400,18387,17613,0.9992934782608696,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Baleares,5496,5432,5188,0.9883551673944688,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Canarias,10739,10739,9689,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Cantabria,7470,7163,6917,0.9589022757697456,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Castilla y Leon ,46200,46200,44601,1.0,0.9653896103896104,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Castilla - La Mancha,25566,24842,23509,0.9716811390127512,0.9195415786591566,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,C. Valenciana,29893,29821,27794,0.9975914093600508,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Extremadura,15226,14634,14140,0.9611191383160383,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Galicia,23800,23394,22602,0.9829411764705882,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,La Rioja,3390,3371,3251,0.9943952802359882,0.9589970501474926,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Madrid,51179,50989,48558,0.9962875398112508,0.9487875886594108,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Murcia ,11885,11307,10836,0.9513672696676484,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Navarra,8343,8106,7935,0.9715929521754764,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,País Vasco,23898,23898,20636,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Melilla,325,318,298,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
3/5/21,Totales,413459,410022,379578,0.9916872047772572,0.9180547527082492,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210503.ods
4/5/21,Andalucía,41654,41654,39879,1.0,0.9573870456618812,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Aragón,18400,18387,17613,0.9992934782608696,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Baleares,5496,5432,5188,0.9883551673944688,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Canarias,10739,10739,9689,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Cantabria,7470,7163,6917,0.9589022757697456,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Castilla y Leon ,46200,46200,44601,1.0,0.9653896103896104,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Castilla - La Mancha,25566,24842,23509,0.9716811390127512,0.9195415786591566,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,C. Valenciana,29893,29821,27794,0.9975914093600508,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Extremadura,15226,14634,14140,0.9611191383160383,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Galicia,23800,23394,22602,0.9829411764705882,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,La Rioja,3390,3371,3251,0.9943952802359882,0.9589970501474926,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Madrid,51179,50989,48558,0.9962875398112508,0.9487875886594108,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Murcia ,11885,11307,10836,0.9513672696676484,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Navarra,8343,8106,7935,0.9715929521754764,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,País Vasco,23898,23898,20636,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Melilla,325,318,298,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Totales,413459,410022,379578,0.9916872047772572,0.9180547527082492,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
5/5/21,Andalucía,41786,41786,40128,1.0,0.958731454362126,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Aragón,18421,18421,17722,1.0,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Baleares,5496,5439,5231,0.9896288209606988,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Canarias,10787,10787,9786,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Cantabria,7470,7182,6966,0.9614457831325302,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Castilla y Leon ,46500,46312,44765,0.9959569892473118,0.9591397849462364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Castilla - La Mancha,25566,24942,23616,0.9755925839004927,0.919385120863647,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,C. Valenciana,29994,29994,27918,1.0,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Extremadura,14815,14657,14174,0.9893351333108336,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Galicia,23800,23431,22731,0.9844957983193278,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,La Rioja,3390,3362,3248,0.991740412979351,0.9563421828908556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Madrid,52112,52112,49359,1.0,0.9432031053861456,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Murcia ,11885,11311,10877,0.9517038283550694,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Navarra,8343,8120,7950,0.9732710056334652,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,País Vasco,24361,24361,20749,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Melilla,325,318,310,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
5/5/21,Totales,415046,412302,381662,0.993388684627728,0.9195655421326792,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210505.ods
6/5/21,Andalucía,41786,41786,40128,1.0,0.958731454362126,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Aragón,18421,18421,17722,1.0,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Baleares,5496,5439,5231,0.9896288209606988,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Canarias,10787,10787,9786,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Cantabria,7470,7182,6966,0.9614457831325302,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Castilla y Leon ,46500,46312,44765,0.9959569892473118,0.9591397849462364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Castilla - La Mancha,25566,24942,23616,0.9755925839004927,0.919385120863647,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,C. Valenciana,29994,29994,27918,1.0,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Extremadura,14815,14657,14174,0.9893351333108336,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Galicia,23800,23431,22731,0.9844957983193278,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,La Rioja,3390,3362,3248,0.991740412979351,0.9563421828908556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Madrid,52112,52112,49359,1.0,0.9432031053861456,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Murcia ,11885,11311,10877,0.9517038283550694,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Navarra,8343,8120,7950,0.9732710056334652,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,País Vasco,24361,24361,20749,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Melilla,325,318,310,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
6/5/21,Totales,415046,412302,381662,0.993388684627728,0.9195655421326792,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210506.ods
7/5/21,Andalucía,41786,41786,40128,1.0,0.958731454362126,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Aragón,18421,18421,17722,1.0,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Baleares,5496,5439,5231,0.9896288209606988,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Canarias,10787,10787,9786,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Cantabria,7470,7182,6966,0.9614457831325302,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Castilla y Leon ,46500,46312,44765,0.9959569892473118,0.9591397849462364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Castilla - La Mancha,25566,24942,23616,0.9755925839004927,0.919385120863647,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,C. Valenciana,29994,29994,27918,1.0,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Extremadura,14815,14657,14174,0.9893351333108336,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Galicia,23800,23431,22731,0.9844957983193278,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,La Rioja,3390,3362,3248,0.991740412979351,0.9563421828908556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Madrid,52112,52112,49359,1.0,0.9432031053861456,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Murcia ,11885,11311,10877,0.9517038283550694,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Navarra,8343,8120,7950,0.9732710056334652,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,País Vasco,24361,24361,20749,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Melilla,325,318,310,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Totales,415046,412302,381662,0.993388684627728,0.9195655421326792,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
10/5/21,Andalucía,41786,41786,40128,1.0,0.958731454362126,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Aragón,18421,18421,17722,1.0,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Baleares,5496,5439,5231,0.9896288209606988,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Canarias,10787,10787,9786,1.0,0.902225533103641,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Cantabria,7470,7182,6966,0.9614457831325302,0.9259705488621152,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Castilla y Leon ,46500,46312,44765,0.9959569892473118,0.9591397849462364,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Castilla - La Mancha,25566,24942,23616,0.9755925839004927,0.919385120863647,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Cataluña,77849,77817,64772,0.9995889478349111,0.8320209636604196,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,C. Valenciana,29994,29994,27918,1.0,0.9297828923159268,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Extremadura,14815,14657,14174,0.9893351333108336,0.9286746354919218,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Galicia,23800,23431,22731,0.9844957983193278,0.9496638655462184,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,La Rioja,3390,3362,3248,0.991740412979351,0.9563421828908556,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Madrid,52112,52112,49359,1.0,0.9432031053861456,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Murcia ,11885,11311,10877,0.9517038283550694,0.9117374842238116,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Navarra,8343,8120,7950,0.9732710056334652,0.9510967277957568,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,País Vasco,24361,24361,20749,1.0,0.8635032220269478,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Ceuta,198,195,192,0.9848484848484848,0.9696969696969696,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Melilla,325,318,310,0.9784615384615384,0.916923076923077,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
10/5/21,Totales,415046,412302,381662,0.993388684627728,0.9195655421326792,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210510.ods
11/5/21,Andalucía,41786,41786,40128,1.0,0.958731454362126,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods
11/5/21,Aragón,18421,18421,17722,1.0,0.9572282608695653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods
11/5/21,Asturias ,11948,11755,11168,0.9838466688985604,0.9347171074656846,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods
11/5/21,Baleares,5496,5439,5231,0.9896288209606988,0.9439592430858806,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210511.ods
