date,cases_accumulated,recovered,deceased,Isla,hospitalized,intensive_care,as.Date(date)
2021-01-15,110,95,3,La Gomera,0,0,2021-01-15
2021-01-16,114,95,3,La Gomera,0,0,2021-01-16
2021-01-17,114,95,3,La Gomera,0,0,2021-01-17
2021-01-18,115,97,3,La Gomera,0,0,2021-01-18
2021-01-19,123,102,3,La Gomera,1,0,2021-01-19
2021-01-20,123,102,3,La Gomera,0,0,2021-01-20
2021-01-21,129,103,3,La Gomera,0,0,2021-01-21
2021-01-22,133,103,3,La Gomera,0,0,2021-01-22
2021-01-23,135,103,3,La Gomera,0,0,2021-01-23
2021-01-24,135,104,3,La Gomera,0,0,2021-01-24
2021-01-25,136,105,3,La Gomera,0,0,2021-01-25
2021-01-26,137,111,3,La Gomera,0,0,2021-01-26
2021-01-27,143,111,3,La Gomera,0,0,2021-01-27
2021-01-28,147,112,3,La Gomera,0,0,2021-01-28
2021-01-29,152,118,3,La Gomera,0,0,2021-01-29
2021-01-30,152,121,3,La Gomera,0,0,2021-01-30
2021-01-31,152,121,3,La Gomera,0,0,2021-01-31
2020-07-01,3,3,0,La Gomera,0,0,2020-07-01
2021-07-01,382,368,4,La Gomera,0,0,2021-07-01
2020-07-02,3,3,0,La Gomera,0,0,2020-07-02
2021-07-02,384,368,4,La Gomera,0,0,2021-07-02
2020-07-03,3,3,0,La Gomera,0,0,2020-07-03
2021-07-03,384,368,4,La Gomera,0,0,2021-07-03
2020-07-04,3,3,0,La Gomera,0,0,2020-07-04
2021-07-04,387,368,4,La Gomera,0,0,2021-07-04
2021-07-05,388,368,4,La Gomera,0,0,2021-07-05
2020-07-06,3,3,0,La Gomera,0,0,2020-07-06
2021-07-06,388,368,4,La Gomera,0,0,2021-07-06
2021-07-07,388,368,4,La Gomera,0,0,2021-07-07
2020-07-08,3,3,0,La Gomera,0,0,2020-07-08
2021-07-08,390,368,4,La Gomera,0,0,2021-07-08
2020-07-09,3,3,0,La Gomera,0,0,2020-07-09
2021-07-09,395,373,4,La Gomera,0,0,2021-07-09
2020-07-10,3,3,0,La Gomera,0,0,2020-07-10
2021-07-10,400,374,4,La Gomera,0,0,2021-07-10
2020-07-11,3,3,0,La Gomera,0,0,2020-07-11
2021-07-11,400,379,4,La Gomera,1,0,2021-07-11
2020-07-12,3,3,0,La Gomera,0,0,2020-07-12
2021-07-12,400,379,4,La Gomera,1,0,2021-07-12
2020-07-13,3,3,0,La Gomera,0,0,2020-07-13
2021-07-13,401,380,4,La Gomera,0,0,2021-07-13
2020-07-14,3,3,0,La Gomera,0,0,2020-07-14
2021-07-14,401,380,4,La Gomera,1,0,2021-07-14
2020-07-15,3,3,0,La Gomera,0,0,2020-07-15
2021-07-15,403,381,4,La Gomera,0,0,2021-07-15
2020-07-16,3,3,0,La Gomera,0,0,2020-07-16
2021-07-16,404,381,4,La Gomera,0,0,2021-07-16
2020-07-17,3,3,0,La Gomera,0,0,2020-07-17
2021-07-17,407,383,4,La Gomera,0,0,2021-07-17
2020-07-18,3,3,0,La Gomera,0,0,2020-07-18
2021-07-18,409,385,4,La Gomera,0,0,2021-07-18
2020-07-19,3,3,0,La Gomera,0,0,2020-07-19
2021-07-19,409,389,4,La Gomera,0,0,2021-07-19
2020-07-20,3,3,0,La Gomera,0,0,2020-07-20
2021-07-20,409,395,4,La Gomera,0,0,2021-07-20
2020-07-21,3,3,0,La Gomera,0,0,2020-07-21
2021-07-21,410,395,4,La Gomera,0,0,2021-07-21
2020-07-22,3,3,0,La Gomera,0,0,2020-07-22
2021-07-22,415,395,4,La Gomera,1,0,2021-07-22
2020-07-23,3,3,0,La Gomera,0,0,2020-07-23
2021-07-23,416,397,4,La Gomera,2,0,2021-07-23
2020-07-24,3,3,0,La Gomera,0,0,2020-07-24
2021-07-24,416,398,4,La Gomera,2,0,2021-07-24
2020-07-25,3,3,0,La Gomera,0,0,2020-07-25
2021-07-25,416,400,4,La Gomera,2,0,2021-07-25
2020-07-26,3,3,0,La Gomera,0,0,2020-07-26
2021-07-26,417,401,4,La Gomera,1,0,2021-07-26
2020-07-27,3,3,0,La Gomera,0,0,2020-07-27
2021-07-27,418,404,4,La Gomera,1,0,2021-07-27
2020-07-28,3,3,0,La Gomera,0,0,2020-07-28
2021-07-28,420,405,4,La Gomera,1,0,2021-07-28
2020-07-29,3,3,0,La Gomera,0,0,2020-07-29
2021-07-29,420,405,4,La Gomera,0,0,2021-07-29
2020-07-30,3,3,0,La Gomera,0,0,2020-07-30
2021-07-30,421,405,4,La Gomera,0,0,2021-07-30
2020-07-31,3,3,0,La Gomera,0,0,2020-07-31
2021-07-31,422,406,4,La Gomera,0,0,2021-07-31
2020-06-01,3,3,0,La Gomera,0,0,2020-06-01
2021-06-01,371,367,4,La Gomera,0,0,2021-06-01
2020-06-02,3,3,0,La Gomera,0,0,2020-06-02
2021-06-02,371,367,4,La Gomera,0,0,2021-06-02
2020-06-03,3,3,0,La Gomera,0,0,2020-06-03
2021-06-03,371,367,4,La Gomera,0,0,2021-06-03
2020-06-04,3,3,0,La Gomera,0,0,2020-06-04
2021-06-04,371,367,4,La Gomera,0,0,2021-06-04
2020-06-05,3,3,0,La Gomera,0,0,2020-06-05
2021-06-05,371,367,4,La Gomera,0,0,2021-06-05
2020-06-06,3,3,0,La Gomera,0,0,2020-06-06
2021-06-06,371,367,4,La Gomera,0,0,2021-06-06
2020-06-07,3,3,0,La Gomera,0,0,2020-06-07
2021-06-07,371,367,4,La Gomera,0,0,2021-06-07
2020-06-08,3,3,0,La Gomera,0,0,2020-06-08
2021-06-08,371,367,4,La Gomera,0,0,2021-06-08
2020-06-09,3,3,0,La Gomera,0,0,2020-06-09
2021-06-09,371,367,4,La Gomera,0,0,2021-06-09
2020-06-10,3,3,0,La Gomera,0,0,2020-06-10
2021-06-10,371,367,4,La Gomera,0,0,2021-06-10
2020-06-11,3,3,0,La Gomera,0,0,2020-06-11
2021-06-11,371,367,4,La Gomera,0,0,2021-06-11
2020-06-12,3,3,0,La Gomera,0,0,2020-06-12
2021-06-12,371,367,4,La Gomera,0,0,2021-06-12
2020-06-13,3,3,0,La Gomera,0,0,2020-06-13
2021-06-13,371,367,4,La Gomera,0,0,2021-06-13
2020-06-14,3,3,0,La Gomera,0,0,2020-06-14
2021-06-14,372,367,4,La Gomera,0,0,2021-06-14
2020-06-15,3,3,0,La Gomera,0,0,2020-06-15
2021-06-15,372,367,4,La Gomera,0,0,2021-06-15
2020-06-16,3,3,0,La Gomera,0,0,2020-06-16
2021-06-16,372,367,4,La Gomera,0,0,2021-06-16
2020-06-17,3,3,0,La Gomera,0,0,2020-06-17
2021-06-17,372,367,4,La Gomera,0,0,2021-06-17
2020-06-18,3,3,0,La Gomera,0,0,2020-06-18
2021-06-18,372,367,4,La Gomera,0,0,2021-06-18
2020-06-19,3,3,0,La Gomera,0,0,2020-06-19
2021-06-19,372,367,4,La Gomera,0,0,2021-06-19
2020-06-20,3,3,0,La Gomera,0,0,2020-06-20
2021-06-20,372,367,4,La Gomera,0,0,2021-06-20
2020-06-21,3,3,0,La Gomera,0,0,2020-06-21
2021-06-21,372,367,4,La Gomera,0,0,2021-06-21
2020-06-22,3,3,0,La Gomera,0,0,2020-06-22
2021-06-22,372,368,4,La Gomera,0,0,2021-06-22
2020-06-23,3,3,0,La Gomera,0,0,2020-06-23
2021-06-23,372,368,4,La Gomera,0,0,2021-06-23
2020-06-24,3,3,0,La Gomera,0,0,2020-06-24
2021-06-24,372,368,4,La Gomera,0,0,2021-06-24
2020-06-25,3,3,0,La Gomera,0,0,2020-06-25
2021-06-25,372,368,4,La Gomera,0,0,2021-06-25
2020-06-26,3,3,0,La Gomera,0,0,2020-06-26
2021-06-26,372,368,4,La Gomera,0,0,2021-06-26
2020-06-27,3,3,0,La Gomera,0,0,2020-06-27
2021-06-27,372,368,4,La Gomera,0,0,2021-06-27
2020-06-28,3,3,0,La Gomera,0,0,2020-06-28
2021-06-28,372,368,4,La Gomera,0,0,2021-06-28
2020-06-29,3,3,0,La Gomera,0,0,2020-06-29
2021-06-29,372,368,4,La Gomera,0,0,2021-06-29
2020-06-30,3,3,0,La Gomera,0,0,2020-06-30
2021-06-30,378,368,4,La Gomera,0,0,2021-06-30
2021-03-01,290,278,4,La Gomera,2,0,2021-03-01
2021-03-02,291,278,4,La Gomera,2,0,2021-03-02
2020-03-03,0,0,0,La Gomera,NA,NA,2020-03-03
2021-03-03,293,278,4,La Gomera,2,0,2021-03-03
2020-03-04,0,0,0,La Gomera,NA,NA,2020-03-04
2021-03-04,295,278,4,La Gomera,2,0,2021-03-04
2020-03-05,0,0,0,La Gomera,NA,NA,2020-03-05
2021-03-05,295,285,4,La Gomera,1,0,2021-03-05
2020-03-06,0,0,0,La Gomera,NA,NA,2020-03-06
2021-03-06,295,285,4,La Gomera,1,0,2021-03-06
2020-03-07,0,0,0,La Gomera,NA,NA,2020-03-07
2021-03-07,296,286,4,La Gomera,1,0,2021-03-07
2020-03-08,0,0,0,La Gomera,NA,NA,2020-03-08
2021-03-08,296,286,4,La Gomera,1,0,2021-03-08
2020-03-09,0,0,0,La Gomera,NA,NA,2020-03-09
2021-03-09,297,287,4,La Gomera,1,0,2021-03-09
2020-03-10,0,0,0,La Gomera,NA,NA,2020-03-10
2021-03-10,298,289,4,La Gomera,0,0,2021-03-10
2020-03-11,0,0,0,La Gomera,NA,NA,2020-03-11
2021-03-11,298,289,4,La Gomera,0,0,2021-03-11
2020-03-12,0,0,0,La Gomera,NA,NA,2020-03-12
2021-03-12,299,289,4,La Gomera,0,0,2021-03-12
2020-03-13,0,0,0,La Gomera,NA,NA,2020-03-13
2021-03-13,299,289,4,La Gomera,0,0,2021-03-13
2020-03-14,0,0,0,La Gomera,NA,NA,2020-03-14
2021-03-14,299,290,4,La Gomera,0,0,2021-03-14
2020-03-15,0,0,0,La Gomera,NA,NA,2020-03-15
2021-03-15,299,290,4,La Gomera,0,0,2021-03-15
2020-03-16,0,0,0,La Gomera,NA,NA,2020-03-16
2021-03-16,300,293,4,La Gomera,0,0,2021-03-16
2020-03-17,0,0,0,La Gomera,NA,NA,2020-03-17
2021-03-17,300,293,4,La Gomera,0,0,2021-03-17
2020-03-18,0,0,0,La Gomera,NA,NA,2020-03-18
2021-03-18,300,293,4,La Gomera,0,0,2021-03-18
2020-03-19,1,0,0,La Gomera,NA,NA,2020-03-19
2021-03-19,300,295,4,La Gomera,0,0,2021-03-19
2020-03-20,2,0,0,La Gomera,NA,NA,2020-03-20
2021-03-20,300,295,4,La Gomera,0,0,2021-03-20
2020-03-21,2,0,0,La Gomera,NA,NA,2020-03-21
2021-03-21,300,295,4,La Gomera,0,0,2021-03-21
2020-03-22,3,0,0,La Gomera,NA,NA,2020-03-22
2021-03-22,300,295,4,La Gomera,0,0,2021-03-22
2020-03-23,3,0,0,La Gomera,3,0,2020-03-23
2021-03-23,300,295,4,La Gomera,0,0,2021-03-23
2020-03-24,3,0,0,La Gomera,1,0,2020-03-24
2021-03-24,300,296,4,La Gomera,0,0,2021-03-24
2020-03-25,3,0,0,La Gomera,0,0,2020-03-25
2021-03-25,300,296,4,La Gomera,0,0,2021-03-25
2020-03-26,3,0,0,La Gomera,0,0,2020-03-26
2021-03-26,300,296,4,La Gomera,0,0,2021-03-26
2020-03-27,3,0,0,La Gomera,0,0,2020-03-27
2021-03-27,300,296,4,La Gomera,0,0,2021-03-27
2020-03-28,3,0,0,La Gomera,0,0,2020-03-28
2021-03-28,300,296,4,La Gomera,0,0,2021-03-28
2020-03-29,3,0,0,La Gomera,2,0,2020-03-29
2021-03-29,300,296,4,La Gomera,0,0,2021-03-29
2020-03-30,3,0,0,La Gomera,1,0,2020-03-30
2021-03-30,300,296,4,La Gomera,0,0,2021-03-30
2020-03-31,3,0,0,La Gomera,1,0,2020-03-31
2021-03-31,300,296,4,La Gomera,0,0,2021-03-31
2020-05-01,3,2,0,La Gomera,0,0,2020-05-01
2021-05-01,362,329,4,La Gomera,0,0,2021-05-01
2020-05-02,3,2,0,La Gomera,0,0,2020-05-02
2021-05-02,362,334,4,La Gomera,0,0,2021-05-02
2020-05-03,3,2,0,La Gomera,0,0,2020-05-03
2021-05-03,362,339,4,La Gomera,0,0,2021-05-03
2020-05-04,3,2,0,La Gomera,0,0,2020-05-04
2021-05-04,362,341,4,La Gomera,0,0,2021-05-04
2020-05-05,3,2,0,La Gomera,0,0,2020-05-05
2021-05-05,363,342,4,La Gomera,0,0,2021-05-05
2020-05-06,3,2,0,La Gomera,0,0,2020-05-06
2021-05-06,363,344,4,La Gomera,0,0,2021-05-06
2020-05-07,3,2,0,La Gomera,0,0,2020-05-07
2021-05-07,363,346,4,La Gomera,0,0,2021-05-07
2020-05-08,3,2,0,La Gomera,0,0,2020-05-08
2021-05-08,363,346,4,La Gomera,0,0,2021-05-08
2020-05-09,3,2,0,La Gomera,0,0,2020-05-09
2021-05-09,363,348,4,La Gomera,0,0,2021-05-09
2020-05-10,3,2,0,La Gomera,0,0,2020-05-10
2021-05-10,363,351,4,La Gomera,0,0,2021-05-10
2020-05-11,3,2,0,La Gomera,0,0,2020-05-11
2021-05-11,366,356,4,La Gomera,0,0,2021-05-11
2020-05-12,3,3,0,La Gomera,0,0,2020-05-12
2021-05-12,368,356,4,La Gomera,0,0,2021-05-12
2020-05-13,3,3,0,La Gomera,0,0,2020-05-13
2021-05-13,370,358,4,La Gomera,0,0,2021-05-13
2020-05-14,3,3,0,La Gomera,0,0,2020-05-14
2021-05-14,370,359,4,La Gomera,0,0,2021-05-14
2020-05-15,3,3,0,La Gomera,0,0,2020-05-15
2021-05-15,370,359,4,La Gomera,0,0,2021-05-15
2020-05-16,3,3,0,La Gomera,0,0,2020-05-16
2021-05-16,370,359,4,La Gomera,0,0,2021-05-16
2020-05-17,3,3,0,La Gomera,0,0,2020-05-17
2021-05-17,370,359,4,La Gomera,0,0,2021-05-17
2020-05-18,3,3,0,La Gomera,0,0,2020-05-18
2021-05-18,371,359,4,La Gomera,0,0,2021-05-18
2020-05-19,3,3,0,La Gomera,0,0,2020-05-19
2021-05-19,371,359,4,La Gomera,0,0,2021-05-19
2020-05-20,3,3,0,La Gomera,0,0,2020-05-20
2021-05-20,371,362,4,La Gomera,0,0,2021-05-20
2020-05-21,3,3,0,La Gomera,0,0,2020-05-21
2021-05-21,371,363,4,La Gomera,0,0,2021-05-21
2020-05-22,3,3,0,La Gomera,0,0,2020-05-22
2021-05-22,371,364,4,La Gomera,0,0,2021-05-22
2020-05-23,3,3,0,La Gomera,0,0,2020-05-23
2021-05-23,371,366,4,La Gomera,0,0,2021-05-23
2020-05-24,3,3,0,La Gomera,0,0,2020-05-24
2021-05-24,371,366,4,La Gomera,0,0,2021-05-24
2020-05-25,3,3,0,La Gomera,0,0,2020-05-25
2021-05-25,371,366,4,La Gomera,0,0,2021-05-25
2020-05-26,3,3,0,La Gomera,0,0,2020-05-26
2021-05-26,371,366,4,La Gomera,0,0,2021-05-26
2020-05-27,3,3,0,La Gomera,0,0,2020-05-27
2021-05-27,371,366,4,La Gomera,0,0,2021-05-27
2020-05-28,3,3,0,La Gomera,0,0,2020-05-28
2021-05-28,371,366,4,La Gomera,0,0,2021-05-28
2020-05-29,3,3,0,La Gomera,0,0,2020-05-29
2021-05-29,371,366,4,La Gomera,0,0,2021-05-29
2020-05-30,3,3,0,La Gomera,0,0,2020-05-30
2021-05-30,371,366,4,La Gomera,0,0,2021-05-30
2020-05-31,3,3,0,La Gomera,0,0,2020-05-31
2021-05-31,371,366,4,La Gomera,0,0,2021-05-31
2020-11-01,66,61,1,La Gomera,0,0,2020-11-01
2020-11-02,66,63,1,La Gomera,0,0,2020-11-02
2020-11-03,66,64,1,La Gomera,0,0,2020-11-03
2020-11-04,66,64,1,La Gomera,0,0,2020-11-04
2020-11-05,66,64,1,La Gomera,1,0,2020-11-05
2020-11-06,66,65,1,La Gomera,0,0,2020-11-06
2020-11-07,66,65,1,La Gomera,0,0,2020-11-07
2020-11-08,66,65,1,La Gomera,0,0,2020-11-08
2020-11-09,66,65,1,La Gomera,0,0,2020-11-09
2020-11-10,67,65,1,La Gomera,0,0,2020-11-10
2020-11-11,67,65,1,La Gomera,0,0,2020-11-11
2020-11-12,67,65,1,La Gomera,0,0,2020-11-12
2020-11-13,67,65,1,La Gomera,0,0,2020-11-13
2020-11-14,67,65,1,La Gomera,0,0,2020-11-14
2020-11-15,67,65,1,La Gomera,0,0,2020-11-15
2020-11-16,67,65,1,La Gomera,0,0,2020-11-16
2020-11-17,67,65,1,La Gomera,0,0,2020-11-17
2020-11-18,67,65,1,La Gomera,1,0,2020-11-18
2020-11-19,67,65,1,La Gomera,1,0,2020-11-19
2020-11-20,68,66,1,La Gomera,1,0,2020-11-20
2020-11-21,68,66,1,La Gomera,1,0,2020-11-21
2020-11-22,68,66,1,La Gomera,1,0,2020-11-22
2020-11-23,69,66,1,La Gomera,1,0,2020-11-23
2020-11-24,69,66,1,La Gomera,1,0,2020-11-24
2020-11-25,69,66,1,La Gomera,0,0,2020-11-25
2020-11-26,69,66,1,La Gomera,0,0,2020-11-26
2020-11-27,69,66,1,La Gomera,0,0,2020-11-27
2020-11-28,69,66,1,La Gomera,0,0,2020-11-28
2020-11-29,69,66,1,La Gomera,0,0,2020-11-29
2020-11-30,69,67,1,La Gomera,0,0,2020-11-30
2020-10-01,49,48,0,La Gomera,1,0,2020-10-01
2021-10-01,463,453,4,La Gomera,0,0,2021-10-01
2020-10-02,49,48,0,La Gomera,1,0,2020-10-02
2021-10-02,465,453,4,La Gomera,0,0,2021-10-02
2020-10-03,49,48,0,La Gomera,1,0,2020-10-03
2021-10-03,465,453,4,La Gomera,0,0,2021-10-03
2020-10-04,49,48,0,La Gomera,1,0,2020-10-04
2021-10-04,465,453,4,La Gomera,0,0,2021-10-04
2020-10-05,49,48,0,La Gomera,1,0,2020-10-05
2021-10-05,465,453,4,La Gomera,0,0,2021-10-05
2020-10-06,51,48,0,La Gomera,1,0,2020-10-06
2021-10-06,466,453,4,La Gomera,0,0,2021-10-06
2020-10-07,51,48,0,La Gomera,1,0,2020-10-07
2021-10-07,467,454,4,La Gomera,0,0,2021-10-07
2020-10-08,51,48,0,La Gomera,1,0,2020-10-08
2021-10-08,467,456,4,La Gomera,0,0,2021-10-08
2020-10-09,51,48,0,La Gomera,0,0,2020-10-09
2021-10-09,467,457,4,La Gomera,0,0,2021-10-09
2020-10-10,51,48,0,La Gomera,0,0,2020-10-10
2021-10-10,467,458,4,La Gomera,0,0,2021-10-10
2020-10-11,51,48,0,La Gomera,0,0,2020-10-11
2021-10-11,467,458,4,La Gomera,0,0,2021-10-11
2020-10-12,52,49,0,La Gomera,1,0,2020-10-12
2021-10-12,467,458,4,La Gomera,0,0,2021-10-12
2020-10-13,53,49,0,La Gomera,1,0,2020-10-13
2021-10-13,467,459,4,La Gomera,0,0,2021-10-13
2020-10-14,54,49,0,La Gomera,1,0,2020-10-14
2021-10-14,467,459,4,La Gomera,0,0,2021-10-14
2020-10-15,55,49,0,La Gomera,1,0,2020-10-15
2021-10-15,467,460,4,La Gomera,0,0,2021-10-15
2020-10-16,56,51,0,La Gomera,0,0,2020-10-16
2021-10-16,467,462,4,La Gomera,0,0,2021-10-16
2020-10-17,57,51,0,La Gomera,0,0,2020-10-17
2021-10-17,467,462,4,La Gomera,0,0,2021-10-17
2020-10-18,57,52,0,La Gomera,0,0,2020-10-18
2021-10-18,467,462,4,La Gomera,0,0,2021-10-18
2020-10-19,57,52,0,La Gomera,0,0,2020-10-19
2021-10-19,467,462,4,La Gomera,0,0,2021-10-19
2020-10-20,60,52,0,La Gomera,0,0,2020-10-20
2021-10-20,467,462,4,La Gomera,0,0,2021-10-20
2020-10-21,61,52,1,La Gomera,0,0,2020-10-21
2021-10-21,467,462,4,La Gomera,0,0,2021-10-21
2020-10-22,61,52,1,La Gomera,0,0,2020-10-22
2021-10-22,467,462,4,La Gomera,0,0,2021-10-22
2020-10-23,64,52,1,La Gomera,0,0,2020-10-23
2021-10-23,467,462,4,La Gomera,0,0,2021-10-23
2020-10-24,65,52,1,La Gomera,0,0,2020-10-24
2021-10-24,467,462,4,La Gomera,0,0,2021-10-24
2020-10-25,65,53,1,La Gomera,0,0,2020-10-25
2021-10-25,467,462,4,La Gomera,0,0,2021-10-25
2020-10-26,65,55,1,La Gomera,0,0,2020-10-26
2021-10-26,467,462,4,La Gomera,0,0,2021-10-26
2020-10-27,66,56,1,La Gomera,0,0,2020-10-27
2021-10-27,467,462,4,La Gomera,0,0,2021-10-27
2020-10-28,66,57,1,La Gomera,0,0,2020-10-28
2021-10-28,468,462,4,La Gomera,0,0,2021-10-28
2020-10-29,66,59,1,La Gomera,0,0,2020-10-29
2021-10-29,468,462,4,La Gomera,NA,NA,2021-10-29
2020-10-30,66,61,1,La Gomera,0,0,2020-10-30
2021-10-30,468,462,4,La Gomera,NA,NA,2021-10-30
2020-10-31,66,61,1,La Gomera,0,0,2020-10-31
2021-10-31,468,462,4,La Gomera,NA,NA,2021-10-31
2020-09-01,40,3,0,La Gomera,2,0,2020-09-01
2021-09-01,446,433,4,La Gomera,0,0,2021-09-01
2020-09-02,40,3,0,La Gomera,2,0,2020-09-02
2021-09-02,447,433,4,La Gomera,0,0,2021-09-02
2020-09-03,41,3,0,La Gomera,2,0,2020-09-03
2021-09-03,447,439,4,La Gomera,0,0,2021-09-03
2020-09-04,41,3,0,La Gomera,2,0,2020-09-04
2021-09-04,448,439,4,La Gomera,0,0,2021-09-04
2020-09-05,42,3,0,La Gomera,2,0,2020-09-05
2021-09-05,448,439,4,La Gomera,0,0,2021-09-05
2020-09-06,42,3,0,La Gomera,2,0,2020-09-06
2021-09-06,451,439,4,La Gomera,0,0,2021-09-06
2020-09-07,46,3,0,La Gomera,2,0,2020-09-07
2021-09-07,451,441,4,La Gomera,0,0,2021-09-07
2020-09-08,47,3,0,La Gomera,2,0,2020-09-08
2021-09-08,452,441,4,La Gomera,0,0,2021-09-08
2020-09-09,47,5,0,La Gomera,2,0,2020-09-09
2021-09-09,452,441,4,La Gomera,0,0,2021-09-09
2020-09-10,47,29,0,La Gomera,2,0,2020-09-10
2021-09-10,452,441,4,La Gomera,0,0,2021-09-10
2020-09-11,47,29,0,La Gomera,2,0,2020-09-11
2021-09-11,452,441,4,La Gomera,0,0,2021-09-11
2020-09-12,47,29,0,La Gomera,2,0,2020-09-12
2021-09-12,452,442,4,La Gomera,0,0,2021-09-12
2020-09-13,47,29,0,La Gomera,2,0,2020-09-13
2021-09-13,452,442,4,La Gomera,0,0,2021-09-13
2020-09-14,47,34,0,La Gomera,2,0,2020-09-14
2021-09-14,452,443,4,La Gomera,0,0,2021-09-14
2020-09-15,47,35,0,La Gomera,2,0,2020-09-15
2021-09-15,452,444,4,La Gomera,0,0,2021-09-15
2020-09-16,47,39,0,La Gomera,1,0,2020-09-16
2021-09-16,452,446,4,La Gomera,0,0,2021-09-16
2020-09-17,47,45,0,La Gomera,1,0,2020-09-17
2021-09-17,453,446,4,La Gomera,0,0,2021-09-17
2020-09-18,48,47,0,La Gomera,0,0,2020-09-18
2021-09-18,453,447,4,La Gomera,0,0,2021-09-18
2020-09-19,48,47,0,La Gomera,0,0,2020-09-19
2021-09-19,453,447,4,La Gomera,0,0,2021-09-19
2020-09-20,48,48,0,La Gomera,0,0,2020-09-20
2021-09-20,455,447,4,La Gomera,0,0,2021-09-20
2020-09-21,48,48,0,La Gomera,0,0,2020-09-21
2021-09-21,458,447,4,La Gomera,0,0,2021-09-21
2020-09-22,48,48,0,La Gomera,0,0,2020-09-22
2021-09-22,458,447,4,La Gomera,0,0,2021-09-22
2020-09-23,48,48,0,La Gomera,0,0,2020-09-23
2021-09-23,458,447,4,La Gomera,0,0,2021-09-23
2020-09-24,48,48,0,La Gomera,0,0,2020-09-24
2021-09-24,458,447,4,La Gomera,0,0,2021-09-24
2020-09-25,48,48,0,La Gomera,0,0,2020-09-25
2021-09-25,458,447,4,La Gomera,0,0,2021-09-25
2020-09-26,48,48,0,La Gomera,0,0,2020-09-26
2021-09-26,458,447,4,La Gomera,0,0,2021-09-26
2020-09-27,48,48,0,La Gomera,0,0,2020-09-27
2021-09-27,459,449,4,La Gomera,0,0,2021-09-27
2020-09-28,48,48,0,La Gomera,0,0,2020-09-28
2021-09-28,461,449,4,La Gomera,0,0,2021-09-28
2020-09-29,48,48,0,La Gomera,0,0,2020-09-29
2021-09-29,462,449,4,La Gomera,0,0,2021-09-29
2020-09-30,49,48,0,La Gomera,1,0,2020-09-30
2021-09-30,463,450,4,La Gomera,0,0,2021-09-30
2020-04-01,66,5,3,Lanzarote,27,9,2020-04-01
2021-04-01,4667,4539,48,Lanzarote,6,4,2021-04-01
2020-04-02,67,7,3,Lanzarote,20,9,2020-04-02
2021-04-02,4670,4545,48,Lanzarote,7,4,2021-04-02
2020-04-03,68,8,3,Lanzarote,20,9,2020-04-03
2021-04-03,4681,4548,48,Lanzarote,7,4,2021-04-03
2020-04-04,69,8,3,Lanzarote,19,9,2020-04-04
2021-04-04,4683,4554,48,Lanzarote,7,4,2021-04-04
2020-04-05,69,9,3,Lanzarote,21,9,2020-04-05
2021-04-05,4698,4566,48,Lanzarote,7,5,2021-04-05
2020-04-06,69,9,3,Lanzarote,20,9,2020-04-06
2021-04-06,4702,4571,48,Lanzarote,6,5,2021-04-06
2020-04-07,70,11,3,Lanzarote,21,9,2020-04-07
2021-04-07,4715,4576,48,Lanzarote,9,5,2021-04-07
2020-04-08,70,19,3,Lanzarote,18,9,2020-04-08
2021-04-08,4721,4587,48,Lanzarote,9,5,2021-04-08
2020-04-09,73,20,3,Lanzarote,23,9,2020-04-09
2021-04-09,4738,4588,48,Lanzarote,9,5,2021-04-09
2020-04-10,73,20,3,Lanzarote,21,9,2020-04-10
2021-04-10,4750,4595,48,Lanzarote,8,5,2021-04-10
2020-04-11,75,20,3,Lanzarote,21,9,2020-04-11
2021-04-11,4760,4607,48,Lanzarote,8,5,2021-04-11
2020-04-12,75,21,3,Lanzarote,20,9,2020-04-12
2021-04-12,4769,4615,48,Lanzarote,7,4,2021-04-12
2020-04-13,75,22,3,Lanzarote,18,7,2020-04-13
2021-04-13,4784,4627,48,Lanzarote,7,3,2021-04-13
2020-04-14,75,22,3,Lanzarote,17,7,2020-04-14
2021-04-14,4797,4630,48,Lanzarote,6,3,2021-04-14
2020-04-15,75,23,3,Lanzarote,18,7,2020-04-15
2021-04-15,4814,4644,48,Lanzarote,6,3,2021-04-15
2020-04-16,75,26,3,Lanzarote,16,7,2020-04-16
2021-04-16,4825,4651,48,Lanzarote,7,3,2021-04-16
2020-04-17,75,29,3,Lanzarote,17,7,2020-04-17
2021-04-17,4838,4661,48,Lanzarote,7,4,2021-04-17
2020-04-18,75,30,3,Lanzarote,16,7,2020-04-18
2021-04-18,4844,4675,48,Lanzarote,8,4,2021-04-18
2020-04-19,75,30,3,Lanzarote,16,7,2020-04-19
2021-04-19,4849,4687,48,Lanzarote,8,4,2021-04-19
2020-04-20,76,32,3,Lanzarote,15,7,2020-04-20
2021-04-20,4862,4696,48,Lanzarote,8,4,2021-04-20
2020-04-21,76,36,3,Lanzarote,15,7,2020-04-21
2021-04-21,4871,4707,48,Lanzarote,7,3,2021-04-21
2020-04-22,76,37,4,Lanzarote,15,5,2020-04-22
2021-04-22,4880,4720,48,Lanzarote,6,3,2021-04-22
2020-04-23,76,39,4,Lanzarote,9,5,2020-04-23
2021-04-23,4888,4730,48,Lanzarote,6,3,2021-04-23
2020-04-24,78,41,5,Lanzarote,7,4,2020-04-24
2021-04-24,4897,4749,48,Lanzarote,6,3,2021-04-24
2020-04-25,78,42,5,Lanzarote,7,4,2020-04-25
